ID,Name_lang,Description_lang,Map[0],Map[1],JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
1897,Maiden of Vigilance,"Charged by Aegwynn to defend the Tomb of Sargeras, the Maiden of Vigilance has stood watch for hundreds of years. Yet, the guardian did not forsee what effect the avatar's seeping fel energy would have on this titan construct. Slowly warped by this maleficence, the Maiden now seeks to destroy any in her path.",0.5025,0.265061,875,2052,7,16381,853,0,0,-1
1898,Kil'jaeden,"Since striking the bargain that chased the draenei into the stars, Kil'jaeden believed the Legion could not be stopped. Yet, none of his deceptions have prevented you from reaching this critical moment. Infuriated that Sargeras' promise of victory has never come to pass, the demon lord prepares to face you himself, for a final battle that will shape Azeroth's destiny forever.",0.727935,0.445783,875,2051,9,14917,856,0,0,-1
1903,Sisters of the Moon,"The Sisters of the Moon served as wardens for the temple long before the avatar of Sargeras was buried beneath it. Even in death, the sisters maintained their vigil, but over the millennia something twisted their ability to distinguish friend from foe. Their madness slowly consumed them, and now any who enter their sacred chambers are put to death.",0.519,0.5725,875,2050,4,14981,852,0,0,-1
1904,Domatrax,"With the Aegis of Aggramar socketed back into its cradle, Domatrax leads an onslaught of demons to destroy the relic.",0.522988,0.463489,900,2039,3,15007,849,0,0,-1
1905,Agronox,"This ancient served the night elves priestesses of the Temple of Elune, tending the beautiful Hanging Gardens. But after the malevolence of the Legion infected the Cathedral, the guardian absorbed fel energy through his roots. Now the twisted Agronox spreads corruption throughout the sanctuary he once protected, believing he has finally achieved his ideal state.",0.552739,0.439148,900,2055,1,15028,846,0,0,-1
1906,Thrashbite the Scornful,"Smashspite's detestable brother, Thrashbite, has been dispatched to wipe out the mortals entering the cathedral's grand library. The dimwitted mo'arg lacks any respect for knowledge or learning, feeling petty satisfaction as he crashes through ancient artifacts and tramples priceless tomes.",0.524341,0.585193,900,2057,2,15032,847,0,0,-1
1956,Apocron,"Built by the Legion thousands of years ago, Apocron has heralded the end for countless civilizations. With each world conquered, the reaver's power grows, ensuring the next realm it encounters will be put to flame.",0.609649,0.611842,822,0,1,15308,449,0,16,-1
1979,Zuraal the Ascended,"Zuraal represents the Shadowguard's first success at creating a void-infused Broken whose mind has not fallen into madness. A renowned brawler in his past life, Zuraal uses his newfound dark strength to empower his attacks and decimate his foes.",0.246085,0.726513,945,2065,1,15861,903,0,0,-1
1980,Saprish,"The ever-tactical Saprish deploys the forces of the Shadowguard with calculated precision. Though a skilled commander and strategist, Saprish relishes taking a direct hand in battle. He turns his foes' weaknesses against them, leaving his vulnerable adversaries at the mercy of his voracious pets.",0.305369,0.367451,945,2066,2,16066,903,0,0,-1
1981,Viceroy Nezhar,"Like others of his ilk, Viceroy Nezhar is obsessed with harnessing the power of the Void to serve his own ambitions. Drawn to the Seat of the Triumvirate by the immense darkness emanating from deep within, Nezhar will stop at nothing to claim it for his own.

Given the viceroy's experiments at infusing vessels with the power of shadow, the implications of what he might accomplish on Argus are dire indeed.",0.501118,0.166108,945,2067,3,15919,903,0,0,-1
1982,L'ura,"When Velen and his followers fled Argus aboard the Genedar, the naaru L'ura stayed behind to buy the draenei time to escape. Kil'jaeden, enraged by this betrayal, ordered the wounded naaru sealed away in the Seat of the Triumvirate.

Over the long millennia that passed, L'ura fell from Light to Void. Her elegant song of courage and hope became a shadowy dirge of despair, luring those seeking to lay claim to her power.",0.621921,0.332216,945,2068,4,15996,903,0,0,-1
1983,Varimathras,"As one the dreadlords overseeing the Legion's forces during the Third War, Varimathras failed to stop the rebellious Lich King. He submitted to an ill-fated alliance with Sylvanas Windrunner, then made one last bid for power before facing a humiliating defeat.

In payment for his blunders, Varimathras has been tortured by the Coven of Shivarra. The vindictive sisters stripped away both flesh and sanity, leaving only a singular desire to inflict suffering upon the mortals who cost him everything.",0.516206,0.813019,946,2069,8,15825,916,0,0,-1
1984,Aggramar,"Once the noble Avenger of the Pantheon, Aggramar was struck down by Sargeras and reborn as a titan of destruction. He now stands at the core of Argus, guarding a power that could unmake the universe.

Not even demons are permitted to tread within the titan's halls, and any mortals bold enough to trespass will be reduced to cinders by Aggramar's burning blade, Taeshalach.",0.241936,0.540323,946,2063,9,15790,917,0,0,-1
1985,Portal Keeper Hasabel,"Portal Keeper Hasabel maintains the nexus through which the Legion has unleashed its insidious armies upon countless worlds. With portals that open to a myriad of strategic locations throughout the Great Dark Beyond, Hasabel is capable of bringing the might of the Legion's arsenal to bear upon any who oppose her.",0.435484,0.51129,946,2064,4,15803,911,0,0,-1
1986,The Coven of Shivarra,"Having proven themselves to be the most depraved and fanatical of all his followers, Sargeras entrusted the Coven with the unholy task of twisting the minds of the fallen titans into an unstoppable Dark Pantheon.

Each sister employs her own signature brand of torture, eliciting screams which echo throughout the halls of Antorus. It is said that neither mortal nor demon can refuse their whispers, making it only a matter of time before the will of the titans is broken.",0.321506,0.527419,946,2073,8,15826,915,0,0,-1
1987,Felhounds of Sargeras,"Infused with fire and shadow, F'harg and Shatug are the prized pets of Sargeras. Bred for carnage, these hounds delight in eviscerating their master's enemies.

With the Army of the Light and their allies advancing upon Antorus, the Legion prepares to unleash these vicious creatures onto the battlefield and put an end to the mortals' invasion.",0.412903,0.535484,946,2074,2,15832,909,0,0,-1
1992,Garothi Worldbreaker,"Constructed deep within the core of Argus and outfitted with an arsenal capable of decimating worlds, this war machine has been designed for a single purpose: to bring the mortals' invasion to its knees.",0.727552,0.587395,946,2076,1,15906,909,0,0,-1
1997,Antoran High Command,"Long ago in the golden age of eredar civilization, a council was formed to oversee the defense of Argus and maintain peace. But after their dark bargain was struck with Sargeras, these master tacticians used their military expertise to help orchestrate a Burning Crusade that ravaged countless worlds.

Now the full might of the Legion's army is theirs to command, and they wield this terrible power to annihilate all who oppose the Dark Titan's will.",0.411828,0.466129,946,2070,3,16041,910,0,0,-1
2004,Kin'garoth,"The design of every Legion war machine stems from the depraved mind of Kin'garoth. Obsessed with crafting implements of death, Kin'garoth infused his very body into the production machinery so he could more efficiently churn out a never-ending supply of destruction.

At the behest of the Legion's dark master, Kin'garoth's fevered brilliance has developed a new super-weapon which he plans to unleash upon the Army of the Light.",0.800385,0.499374,946,2088,7,16139,914,0,0,-1
2009,Imonar the Soulhunter,"The infamous Imonar serves as the Legion's bloodhound, capable of tracking prey across the cosmos. With a vast array of gadgets and traps at his disposal, Imonar has yet to lose a bounty... and he certainly doesn't intend to sully his perfect record by failing to fulfil his latest contract.",0.176344,0.501613,946,2082,6,16200,914,0,0,-1
2010,Matron Folnuna,"Matron Folnuna destroys worlds by infecting them with her spawn. These vile creatures spread like a plague over the landscape, corrupting and devouring anything in their path.",0.596203,0.653478,959,0,0,16228,929,0,0,-1
2011,Mistress Alluradel,"All those who gaze upon Mistress Alluradel fall under her sinister control. She commands victims of her dominance to inflict gruesome torments upon themselves. A thrall's only hope of escape is death, and Alluradel will not allow that release until their agonized screams have ceased to amuse her.",0.5,0.5,959,0,0,16247,759,0,0,-1
2012,Inquisitor Meto,"Inquisitor Meto's mastery over fel magic is rivaled by few in the Legion. Meto uses this power to sow chaos and destruction across the cosmos, leaving countless burning worlds in his wake.",0.5,0.5,959,0,0,16255,759,0,0,-1
2013,Occularus,"Occularus feeds on the minds of his enemies, savoring their despair as he sears their flesh. This malevolent creature has devoured worlds, yet his hunger remains insatiable.",0.5,0.5,959,0,0,16259,759,0,0,-1
2014,Sotanathor,"Sotanathor's legendary strength was forged through countless burning campaigns across the cosmos. A brutal general, this demon commands vast legions that have never known defeat.",0.5,0.5,959,0,0,16263,759,0,0,-1
2015,Pit Lord Vilemus,"Pit Lord Vilemus' brutality is renowned even among the Legion. He delights in setting his foes aflame in fel fire, then laughing at their despair as they beg for the mercy of death.",0.5,0.5,959,0,0,16284,759,0,0,-1
2025,Eonar the Life-Binder,"Though she was felled by the blade of Sargeras, the Life-Binder's essence escaped the grasp of the Dark Titan. After millennia spent hiding in isolation, Eonar's sanctuary has been discovered by the Legion.

Should her soul fall into the enemy's hands, Eonar's powers of nature and growth will be perverted to make the Burning Crusade unstoppable.",0.401075,0.591935,946,2075,5,16341,913,0,0,-1
2030,Yazma,"Having consumed the might of Shadra, the spider loa, Yazma is now tasked with holding the sacred temple of Atal'Dazar for her master, the Prophet Zul.",0.349397,0.486446,968,2087,4,16406,934,0,0,-1
2031,Argus the Unmaker,"Bound. Broken.
Eons of existence, knowing only pain.
A shattered soul, fueling infinite evil.
The master beckons. Rise... Rise!
Begin the end of all things.",0.501075,0.530645,946,2092,11,16421,918,0,0,-1
2036,Vol'kaal,"In life Vol'kaal was a trusted bodyguard of Yazma.  Since his untimely death, she has used her newfound powers to reanimate the corpse of her former lieutenant who can now serve for eternity.",0.553,0.125,968,2085,2,16457,934,0,0,-1
2051,PvP Battlegrounds,,0.5,0.5,0,0,0,0,759,0,2,0
2082,Priestess Alun'za,"As a fanatical defender of Atal'Dazar's golden sanctum, Priestess Alun'za has come to cleanse the temple of all corruption at any cost.",0.553,0.83,968,2084,1,16822,934,0,0,-1
2083,Rezan,"Rezan, once a loa to the Zuldazar kings, had his soul torn from his body during a ritual. Now, only a twisted husk remains, bent on devouring anyone who enters his hunting grounds.",0.37,0.59,968,2086,3,16830,935,0,0,-1
2093,Council o' Captains,"Captains Raoul, Eudora, and Jolly meet within Freehold to drink and confer. They lead the Blacktooth Brawlers, Bilge Rats, and Cutwater Corsairs crews, currently gathered under the banner of the Irontide by Harlan Sweete.",0.44995,0.608108,1001,2094,2,17019,936,0,0,-1
2094,Ring of Booty,"Within Freehold, there is a fighting tournament where the fiercest brigands from across the seas test their might. This rogue's gallery consists of a strange assortment of contenders, but none so fearsome as the current champion, Shark Puncher. Countless challengers have sought to topple the powerful pugilist, but all of them have ended up as chum.",0.291792,0.644144,1001,2095,3,17157,936,0,0,-1
2095,Harlan Sweete,"Harlan Sweete is the leader of the Irontide Raiders, and his vast wealth is only exceeded by his foulness. Currently bankrolled by Lady Ashvane, Sweete has been tasked with uniting the various pirate crews by any means necessary.",0.363864,0.355856,1001,2096,4,16938,936,0,0,-1
2096,Overseer Korgus,"Warden to Tol Dagor, Overseer Korgus maintains the mighty island prison. His love of Azerite is widely known, even going so far as to infuse it into his bullets and test the results on his prisoners.",0.402655,0.684579,1002,2104,4,16866,980,0,0,-1
2097,The Sand Queen,"Little is known about the monstrosity that lives in the sands surrounding the prison. No prisoners have ever survived an escape attempt, guards only finding discarded clothing and bones.",0.510325,0.518691,1002,2101,1,16871,974,0,0,-1
2098,Jes Howlis,"A vicious pirate of dubious loyalty, Jes Howlis was captured alongside his brother and locked away. After being released in a prison riot, Jes has since taken over as the de facto leader of the gang that controls the prison's lower levels.",0.37364,0.684579,1002,2102,2,16876,977,0,0,-1
2099,Knight Captain Valyri,"Knight Captain Valyri oversees the explosive munitions within Ashvane's armory. Unfortunately for her subordinates, her obsession with fire often creates hazardous working conditions.",0.520649,0.869158,1002,2103,3,16881,979,0,0,-1
2102,Skycap'n Kragg,"Skycap'n Kragg and his faithful mount Sharkbait are the guardians of Freehold, continously patrolling the sky on the lookout for intruders. At least, that is what they're supposed to be doing. Instead, these two are often found snoozing in their crow's nest or dropping guano on unsuspecting victims from above.",0.712212,0.584084,1001,2093,1,16911,936,0,0,-1
2109,Coin-Operated Crowd Pummeler,"When goblins fight, the winner of the argument is the one with the deepest purse. Why? Because they can afford to pay the Pummeler.",0.457769,0.475836,1012,2105,1,17007,1010,0,0,-1
2114,Azerokk,"Goblins drilling for Azerite have disturbed a powerful earth spirit, Azerokk, who has taken physical form to exact vengance!",0.295792,0.252788,1012,2106,2,17091,1010,0,0,-1
2115,Rixxa Fluxflame,"Overseeing the creation of the Venture Co's supply of Azerite Catalyst, Rixxa is a renowned chemist and a gleeful pyromaniac.",0.559816,0.198885,1012,2107,3,17095,1010,0,0,-1
2116,Mogul Razdunk,"Never able to ascend to Trade Prince, Mogul Razdunk is certain that becoming the world's foremost Azerite baron will bring him fame and fortune beyond his station.",0.689502,0.377322,1012,2108,4,17099,1010,0,0,-1
2125,Heartsbane Triad,"Among the first to give themselves over to the Heartsbane, these siblings have each mastered their own specialized form of magic. Now they seek to obtain greater power through wielding their focusing iris.",0.303947,0.692309,1021,2113,1,17734,1015,0,0,-1
2126,Soulbound Goliath,The Soulbound Goliath is an amalgamation of tortured souls from the Kul Tiran people it has devoured. Their tormented cries echo from within the monstrosity: a dirge for those foolish enough to cross its path.,0.515,0.2,1021,2114,2,17625,1015,0,0,-1
2127,Raal the Gluttonous,"Raal the Gluttonous was once the main chef for the Waycrests. Now his kitchen is a chamber of horrors, where he has been serving portions of himself to the damned guests that haunt these halls.",0.675723,0.428205,1021,2115,3,17959,1015,0,0,-1
2128,Lord and Lady Waycrest,"Stricken with grief due to her ailing husband, Lady Waycrest called out to any power that could save him. Gorak Tul answered her cry and promised that death would never part the couple, for a price.",0.514365,0.25856,1021,2116,4,17769,1018,0,0,-1
2129,Gorak Tul,"Gorak Tul and his bloodthirsty Drust were first defeated by an ancient order of Kul Tiran soldiers two-thousand years ago. Trapped within the Blights Lands, Gorak Tul bided his time, waiting for an opportunity to exact his revenge. Now, Gorak Tul has corrupted Drustvar's seat of power and his new followers feverishly conspire to release him from prison.",0.57479,0.254941,1021,2117,5,18039,1029,0,0,-1
2130,Sporecaller Zancha,"Twisted by G'huun's corruption, Zancha's only remaining desire is to spread the plague festering within his animated corpse.",0.648242,0.290442,1022,2112,3,17475,1041,0,0,-1
2131,Cragmaw the Infested,"Infested with plague carrying parasites, this beast's only desire is to escape the caves where it can spread G'huun's infection throughout the world.",0.729813,0.534162,1022,2118,2,17507,1041,0,0,-1
2132,Chopper Redhook,"Chopper Redhook's brutality is feared throughout Kul Tiras. Supported by Irontide forces, Chopper is free to rampage through Boralus, relishing the chaos rampant in the streets.",0.577668,0.28882,1023,2098,1,17708,1162,924,4,-1
2133,Sergeant Bainbridge,"Sergeant Bainbridge is a rigid officer that vehemently enforces his rule of iron. Believing weakness should be punishable by death, Bainbridge is quick to send those who offend him to the noose.",0.576731,0.288821,1023,2097,1,17749,1162,923,8,-1
2134,Hadal Darkfathom,"Hadal Darkfathom is an ancient sea giant called from the depths to unleash his fury on Boralus. Using his powerful strength he crushes buildings, statues and civilians alike.",0.479782,0.779503,1023,2099,3,17781,1162,0,0,-1
2139,T'zane,"Animated by the powerful voodoo of the nearby Necropolis, T'zane stalks the swamps of Nazmir in search of more souls to consume.",0.5,0.5,1028,0,6,17805,0,0,0,-1
2140,Viq'Goth,"Summoned from the depths by Lady Ashvane, Viq'Goth has devastated the harbor. Capable of pulling entire galleons to the crushing depths, this leviathan must be defeated before the Kul Tiran fleet is destroyed.",0.524846,0.925465,1023,2100,4,17812,1162,0,0,-1
2141,Ji'arak,"This mighty pterrordax has a roost high up in the mountains of Zuldazar, where the air is too thin for most lungs to draw breath, and life struggles to take hold. Occasionally she descends upon the swamps below in search of heartier meals to bring back to her brood.",0.5,0.5,1028,0,7,17832,0,0,0,-1
2142,Adderis and Aspix,A pair of powerful sethrak charged with guarding the temple's entrance to prevent anyone from interfering with their master's plot.,0.686373,0.795031,1030,2124,1,17841,1038,0,0,-1
2143,Merektha,"Merektha is the product of foul experiments to produce an army of unstoppable beasts. With her clutch of eggs beginning to hatch, this mother is on the hunt for victims to serve as food for her ravenous children.",0.429827,0.512422,1030,2125,2,17845,1038,0,0,-1
2144,Galvazzt,"With the corruption of her temple, Sethraliss' command of lightning has created twisted elementals that roam the sunken chambers. The most powerful of these creatures is called Galvazzt, capable of eradicating anything that crosses its path.",0.451138,0.301242,1030,2126,3,17849,1038,0,0,-1
2145,Avatar of Sethraliss,The Heart of Sethraliss is in the grips of a terrible power that seeks to corrupt her. Her avatar must be restored before this evil takes root and she is reborn as a dark loa capable of destroying the whole of Vol'dun.,0.378368,0.237719,1030,2127,4,17853,1043,0,0,-1
2146,Fetid Devourer,"The experiments within Uldir conducted tests upon countless lifeforms, including several loa who inhabited the forests around Zandalar. After the experiments proved lethal, the loa's remains were disposed of improperly, much to the delight of the dark consciousness imprisoned within Uldir.",0.654351,0.486166,1031,2128,3,17857,1153,0,0,-1
2147,G'huun,"In Uldir, the titans had hoped to find a solution to the Old Gods. But when they experimented upon the Old Gods' unending, ravenous need to corrupt, they unexpectedly created a perfect avatar of that desire. G'huun is nothing but rot, pestilence, and decay, the ultimate parasite who cannot stop himself from consuming his host until it is gone.",0.517241,0.223321,1031,2122,11,17870,1155,0,0,-1
2153,Aqu'sirr,"The deeps hide many powerful secrets lost to time. A master of these waters, Lord Stormsong calls upon one of these creatures of myth to defend the sacred shrine.",0.465307,0.406832,1036,2130,1,17890,1039,0,0,-1
2154,Tidesage Council,Brother Ironhull and Galecaller Faye use their power to bless the Kul Tiran ships and ensure their fleet remains unmatched on the seas.,0.246779,0.397515,1036,2131,2,17895,1039,0,0,-1
2155,Lord Stormsong,"Master of House Stormsong, Lord Stormsong leads the tidesages in their oceanic blessings and ways. However, not all is as it seems...",0.402438,0.537266,1036,2132,3,17900,1040,0,0,-1
2156,Vol'zith the Whisperer,"Sent by Queen Azshara to subvert the tidesages, Vol'zith whispers promises of power to those willing to listen.",0.695123,0.354037,1036,2133,4,17905,1040,0,0,-1
2157,Elder Leaxa,"A devout worshipper of G'huun, Elder Leaxa seeks to further the spread of rot through ritualistic blood sacrifices.",0.479523,0.520465,1022,2111,1,17910,1041,0,0,-1
2158,Unbound Abomination,"G'huun's rot in its purest form, the Unbound Abomination's only purpose is to infect all life.",0.352412,0.419255,1022,2123,4,17915,1042,0,0,-1
2165,The Golden Serpent,"Kings' Rest has come under attack before. After a foolish troll tried to summon Hakkar the Soulflayer to this island many millennia ago, the priests of Zandalar created a mighty construct to defend this tomb. The Golden Serpent has stood against intruders ever since, judging who is worthy to enter these sacred halls.",0.807231,0.685954,1041,2139,1,17989,1004,0,0,-1
2166,Vectis,"The plague of corrupted blood killed countless trolls and began one of the most terrifying periods in Zandalar's history. The constructs within Uldir studied the disease in search of a cure, but found that only isolation and extermination was effective. Unfortunately, as the facility's safeguards cracked apart, the plague was accidentally combined with a sample of G'huun's blood, creating a new entity that hungered for fresh victims.",0.525515,0.3083,1031,2134,4,18933,1152,0,0,-1
2167,MOTHER,"Uldir's titanic watcher was gifted with tenacity and an insatiable desire to discover a ""solution"" to the Old Gods. Her protocols have remained fully intact, even though many other systems in her facility have collapsed. WARNING: M.O.T.H.E.R. will not accept aid from contaminated subjects.",0.50739,0.436759,1031,2141,2,18011,1149,0,0,-1
2168,Taloc,"The titan keepers enacted countless systems to detect and contain any breach from the facility. Their most powerful construct, Taloc, kept watch for any signs of corruption in the region and ruthlessly excised any that he found. But as thousands of years passed, its internal defenses began to decay, making it vulnerable to corruption.",0.524806,0.300396,1031,2144,1,18018,1148,0,0,-1
2169,"Zek'voz, Herald of N'Zoth","Shortly after the Sundering, a dark messenger arrived on the fresh shores of Zandalar, intending to bring the newly isolated tribe into the service of N'Zoth. Zek'voz was prepared to entice, bribe, cajole, corrupt, or simply kill them, but he was not prepared to encounter the defenses of Uldir. He was captured, studied, disassembled, and stored in the Titans' Archives, where he has waited for a chance to escape.",0.381774,0.509881,1031,2136,3,18057,1151,0,0,-1
2170,The Council of Tribes,"There was once a time when no single emperor could rule Zandalar. After a period of civil war, the heads of three families formed an uneasy coalition and tried to rule the empire together. Though they did not often agree, there was peace in Zandalar. Briefly.",0.436747,0.792027,1041,2140,3,18257,1004,0,0,-1
2171,Mchimba the Embalmer,"There was once a caste of Zandalari whose purpose was to preserve and defend the remains of past rulers. But when a terrible plague of corrupted blood tore through the empire, it was too risky for mortals to handle the dead. Golems were summoned for the grim work of preservation and burial; they have been used ever since.",0.545181,0.240679,1041,2142,2,18136,1004,0,0,-1
2172,"Dazar, The First King","Dazar. The founder and first King of Zandalar, who led an exodus of his people out of the muck and mire and built a city of gold. The first tamer of raptors. The warrior undefeated. The father of a kingdom.

His eternal repose cut short by Zul's dark magic, it lies to you to once again put him to rest.",0.138553,0.482249,1041,2143,4,18244,1004,0,0,-1
2173,Dread Captain Lockwood,"Dread Captain Lockwood commands a host of Azerite artillery. Currently her cannons are trained on the palace, threatening to reduce the seat of the Proudmoore's power to rubble unless they surrender.",0.547567,0.602485,1023,2109,2,18221,1162,0,0,-1
2194,Mythrax the Unraveler,"Mythrax the Unraveler, Bringer of Oblivion, Slayer of Sethraliss: with his mission complete, he returns to his master's side to await further instruction.",0.517241,0.849803,1031,2135,8,18456,1155,0,0,-1
2195,"Zul, Reborn","Once the proud leader of the Zanchuli Council, highest advisors to the kings of Zandalar, Zul was praised as the greatest of prophets. Now, the dark prophet has turned on King Rastakhan and would see a true troll empire rule the world once again, even if it means submitting to the blood god: G'huun.",0.51,0.532,1031,2145,6,18523,1154,0,0,-1
2197,Hailstone Construct,"Built by the original inhabitants of Drustvar, the Hailstone Construct was built to defend these lands from any invaders. However, years of dormancy have left it addled, and it now sees all residents as threats, vowing to destroy them all.",0.5,0.5,1028,0,8,18588,0,0,0,-1
2198,Warbringer Yenajz,"Dark whispers shroud Stormsong Valley, as rumors of eldritch creatures spread throughout the countryside and families mark their doors with runes from the local scribes. Often dismissed as exaggeration, sometimes housewives' tales fall far short of the true horrors that lurk in the realm beyond our sight.",0.5,0.5,1028,0,9,18592,0,0,0,-1
2199,"Azurethos, The Winged Typhoon","Azurethos, the terror of the Kul'tiran seas, marshalls the power of wind to force enemies out of its roost, cause waterspouts, and capsize ships. He has earned his reputation as one of the deadliest beasts in Kul Tiras.",0.5,0.5,1028,0,10,18599,0,0,0,-1
2210,Dunegorger Kraulok,"Revered by all trolls, but the Zandalari especially, the bones of the giant reptiles of Zandalar dot the landscape. But as dark energies stir beneath the sands, sometimes that which was meant to remain dead, does not. Kraulok walks the sands once again, blinded by rage and the endless agony of his dying moments. Woe to those who find themselves in the beast's path.",0.5,0.5,1028,0,11,18649,0,0,0,-1
2212,The Lion's Roar,"The Lion's Roar is the pinnacle of Alliance engineering. Built to dominate the battlefield, this asset can carry legions of troops and decimate enemy fortifications. When deployed onto the field, there is nothing that can stop this behemoth's charge to victory.",0.427691,0.455631,1028,0,5,18671,449,0,24,-1
2213,Doom's Howl,"Doom's Howl was created from stolen Alliance engineering plans. Used to transport hordes of troops into the worst combat conditions, this gigantic vehicle can also transform into a powerful siege platform capable of decimating enemy fortifications.",0.427691,0.455631,1028,0,5,18691,449,0,20,-1
2323,Jadefire Masters,"To the untrained eye, Ma'ra Grimfang and Anathos Firecaller may seem like a mismatched pair. The truth, however, is that their coordination is second to none. Their combined assault is powerful enough to level the most formidable foes.",0.493304,0.521005,1176,2285,2,18937,1352,67523,4,-1
2325,"Grong, the Jungle Lord","After volunteering to become a living super weapon, the once-intelligent Grong devolved into a giant rampaging behemoth. But though his mind may have deteriorated, Grong's strength is more immense than it has ever been.",0.415013,0.636751,1176,2263,2,18945,1358,923,8,-1
2328,The Restless Cabal,"Called from the depths to retrieve three relics of ancient power, the Restless Cabal is bound to serve N'Zoth and attend to his will. Zaxasj speaks of promises and power while Fa'thuul crushes their opposition with brute force.",0.506289,0.374214,1177,2269,1,18966,1345,0,0,-1
2329,Ivus the Forest Lord,"Summoned by the night elves in times of desperation, Ivus the Forest Lord has wielded his raw strength against the Horde time and again. Now he has returned from Alterac Valley to stand in defense of his home and crush any who threaten it.",0.5,0.5,1028,0,4,18991,0,0,24,-1
2330,Conclave of the Chosen,"Deep within Dazar'alor lies a chamber built to honor six of Zandalar's greatest loa, guarded by their most devout followers. Trespassers who dare enter this sacred hall are soon met with primal fury like none they have ever seen.",0.475405,0.67543,1176,2268,4,19009,1354,0,0,-1
2331,King Mechagon,"As maniacal as he is brilliant, King Mechagon despises all organic life. With his mechoriginator primed and ready, nothing stands in the way of his scheme to purge the curse of flesh from Azeroth and mechanize the entire world.",0.212857,0.65054,1178,2260,8,19041,1497,0,0,-1
2332,"Uu'nat, Harbinger of the Void","When she struck her bargain with N'Zoth ten thousand years ago, Queen Azshara offered one of her most devoted followers into the Old God's service. Now Uu'nat and the crawling masses he commands herald the coming of their master, as foretold by the stars.",0.267296,0.537736,1177,2273,2,19051,1346,0,0,-1
2333,Champion of the Light,"As vanguard for the Alliance's assault on Dazar'alor, Frida Ironbellows leads her troops with fervor and conviction. Her battle prowess and unwavering faith in the Light make her a force to be reckoned with.",0.29558,0.377493,1176,2265,0,19062,1358,923,8,-1
2334,High Tinker Mekkatorque,"Unrivaled in their ingenuity, Gelbin Mekkatorque's inventions have been instrumental to the Alliance's attack on Dazar'alor. His state-of-the-art armor is outfitted with the latest--and deadliest--ordnance that gnomish engineering can offer.",0.494302,0.317663,1176,2276,7,19144,1352,67521,0,-1
2335,King Rastakhan,"For over two hundred years, King Rastakhan has ruled the Zandalari empire. Since the fall of Rezan, he has turned to a new patron--Bwonsamdi, the loa of death. The dark bargain he has made grants him the power to crush his enemies... but at what cost?",0.473216,0.574074,1176,2272,6,19160,1357,0,0,-1
2336,Tussle Tonks,"Mechagon's premier mechgineers test their mettle (and metal) by building customized combat robots. While these tonks typically battle each other for glory, they combine their efforts to repel foolhardy organic intruders who dare venture into Mechagon.",0.28012,0.707805,1178,2257,5,19232,1491,0,0,-1
2337,Stormwall Blockade,"Brother Joseph and Sister Katherine are devout worshippers of the waves. These proud Kul Tirans would gladly risk their lives to ensure the safety of their compatriots. Their command over sea and storm is awesome to behold, as are the ancient and powerful rituals they practice.",0.493111,0.941594,1176,2280,8,19252,1352,67521,0,-1
2339,K.U.-J.0.,"As the respository for the city's refuse, the Under Junk is a prime target for gnomes from Bondo's gang who intend to steal valuable mechanical components. While Trash Mistress Wendy Cogsworth ceaselessly sorts the city's junk, her loyal guard dog, K.U.-J.0., keeps out unwelcome intruders--mechagnomes and adventurers alike.",0.457831,0.387048,1178,2258,6,19336,1494,0,0,-1
2340,"Grong, the Revenant","Once willing to sacrifice everything to serve the Alliance, the mighty Grong has been raised from the dead and pitted against his former friends. Fighting on behalf of the Horde would be anathema to this noble soul, whose only hope for release is a clean death.",0.494302,0.311965,1176,2284,2,19363,1352,67523,4,-1
2341,Jadefire Masters,"Though they began training together only recently, Manceroy and Mestrah have perfected their teamwork and now present a united front. With both fire and fists, they stand ready to strike down any who challenge the Alliance.",0.489699,0.663745,1176,2266,3,19384,1358,923,8,-1
2342,Opulence,"Long ago, King Dazar had his golden treasury enchanted so that it would rise against anyone except its rightful owner. Many an unsuspecting thief has been slain by the very riches they coveted, serving as an important lesson to those who would steal from the throne.",0.422127,0.514245,1176,2271,3,19730,1353,0,0,-1
2343,Lady Jaina Proudmoore,"As the Alliance fleet withdraws from Dazar'alor, Lady Jaina Proudmoore stays behind with a handful of Kul Tiran vessels to slow the Horde's pursuit. Storm clouds gather overhead as Jaina leads her pursuers deeper into the Great Sea, where she will attempt to turn the odds in her favor.",0.653918,0.237138,1176,2281,9,19462,1364,0,0,-1
2344,Champion of the Light,"Ra'wani and her troops are the first line of defense against the Alliance, sworn to lay down their lives for their city. Standing together, they empower and heal each other while fending off the incoming invaders.",0.494302,0.69972,1176,2265,0,19465,1352,67523,4,-1
2345,Ivus the Decayed,"Once a staunch ally in Alterac Valley, Ivus the Forest Lord succumbed to the Horde's defilement after returning to defend Darkshore. Even in decay, with his mind twisted by dark magic, he would rather be cut down than cede even a single inch of the forest to his enemies.",0.5,0.5,1028,0,4,19585,0,0,20,-1
2347,Blackwater Behemoth,"Summoned from depths unknown, the Blackwater Behemoth lurks in an abyss so dark that not even the naga dare to venture into it. Only Azshara is capable of taming the beast, and she has trained it to faithfully guard her treasures.",0.356926,0.19863,1179,2289,2,19883,1514,0,0,-1
